Date,Open,High,Low,Close,Adj Close,Volume
1993-06-10,44.843700,44.937500,44.750000,44.906200,27.679239,17900
1993-06-11,45.062500,45.156200,44.906200,45.093700,27.794813,647400
1993-06-14,45.156200,45.187500,45.031200,45.031200,27.756279,64200
1993-06-15,45.093700,45.125000,44.937500,44.937500,27.698534,142400
1993-06-16,44.937500,45.031200,44.812500,45.031200,27.756279,330900
1993-06-17,45.125000,45.187500,45.031200,45.187500,27.852634,37400
1993-06-18,44.843700,44.843700,44.500000,44.500000,27.623264,58500
1993-06-21,44.625000,44.625000,44.531200,44.593700,27.681423,29300
1993-06-22,44.656200,44.656200,44.562500,44.625000,27.700832,137500
1993-06-23,44.625000,44.625000,44.218700,44.218700,27.448650,227600
1993-06-24,44.343700,44.812500,44.343700,44.812500,27.817242,243700
1993-06-25,44.781200,44.906200,44.750000,44.781200,27.797821,44800
1993-06-28,45.000000,45.281200,44.937500,45.281200,28.108200,439900
1993-06-29,45.218700,45.218700,45.000000,45.062500,27.972418,207500
1993-06-30,45.125000,45.218700,45.000000,45.062500,27.972418,437600
1993-07-01,45.125000,45.125000,44.875000,44.937500,27.894838,605700
1993-07-02,44.781200,44.812500,44.531200,44.687500,27.739649,285400
1993-07-06,44.625000,44.750000,44.156200,44.218700,27.448650,246400
1993-07-07,44.187500,44.406200,44.187500,44.343700,27.526241,343700
1993-07-08,44.375000,44.937500,44.312500,44.843700,27.836611,248200
1993-07-09,44.843700,44.968700,44.750000,44.968700,27.914213,378200
1993-07-12,44.906200,44.968700,44.843700,44.937500,27.894838,373700
1993-07-13,44.968700,45.093700,44.656200,44.906200,27.875408,389600
1993-07-14,44.937500,45.187500,44.906200,45.062500,27.972418,617300
1993-07-15,45.031200,45.031200,44.781200,44.875000,27.856039,443800
1993-07-16,44.906200,44.937500,44.687500,44.750000,27.778448,216400
1993-07-19,44.750000,44.750000,44.593700,44.718700,27.759031,188200
1993-07-20,44.687500,44.843700,44.468700,44.843700,27.836611,68500
1993-07-21,44.781200,44.812500,44.656200,44.812500,27.817242,142700
1993-07-22,44.750000,44.812500,44.500000,44.500000,27.623264,632400
1993-07-23,44.593700,44.718700,44.562500,44.718700,27.759031,286200
1993-07-26,44.843700,45.062500,44.843700,44.968700,27.914213,121300
1993-07-27,45.000000,45.031200,44.781200,44.937500,27.894838,92800
1993-07-28,44.843700,44.937500,44.781200,44.843700,27.836611,30800
1993-07-29,44.937500,45.218700,44.875000,45.093700,27.991802,331000
1993-07-30,45.093700,45.093700,44.781200,44.843700,27.836611,75300
1993-08-02,44.906200,45.125000,44.906200,44.968700,27.914213,41300
1993-08-03,45.062500,45.187500,44.843700,45.000000,27.933638,81600
1993-08-04,45.000000,45.093700,44.875000,45.000000,27.933638,434000
1993-08-05,45.000000,45.000000,44.843700,44.906200,27.875408,36800
1993-08-06,45.031200,45.062500,44.906200,44.968700,27.914213,402300
1993-08-09,45.093700,45.343700,45.000000,45.218700,28.069391,828200
1993-08-10,45.187500,45.218700,45.125000,45.187500,28.050030,604900
1993-08-11,45.156200,45.312500,45.156200,45.187500,28.050030,542200
1993-08-12,45.312500,45.312500,44.906200,45.062500,27.972418,303700
1993-08-13,45.093700,45.156200,45.093700,45.125000,28.011217,103500
1993-08-16,45.156200,45.500000,45.156200,45.375000,28.166409,241800
1993-08-17,45.343700,45.531200,45.343700,45.531200,28.263374,369300
1993-08-18,45.687500,45.875000,45.656200,45.781200,28.418554,414300
1993-08-19,45.812500,45.812500,45.718700,45.781200,28.418554,28500
1993-08-20,45.687500,45.812500,45.656200,45.812500,28.437990,80700
1993-08-23,45.625000,45.750000,45.625000,45.718700,28.379766,15600
1993-08-24,45.718700,46.218700,45.718700,46.218700,28.690144,273400
1993-08-25,46.218700,46.437500,46.156200,46.250000,28.709579,242300
1993-08-26,46.281200,46.531200,46.093700,46.281200,28.728941,120000
1993-08-27,46.156200,46.250000,46.156200,46.250000,28.709579,25700
1993-08-30,46.281200,46.500000,46.281200,46.437500,28.825966,183500
1993-08-31,46.406200,46.562500,46.343700,46.562500,28.903530,66500
1993-09-01,46.406200,46.593700,46.406200,46.500000,28.864754,136500
1993-09-02,46.531200,46.593700,46.312500,46.343700,28.767727,472400
1993-09-03,46.312500,46.437500,46.250000,46.375000,28.787167,630500
1993-09-07,46.375000,46.437500,46.000000,46.062500,28.593184,196400
1993-09-08,46.062500,46.062500,45.593700,45.906200,28.496157,269900
1993-09-09,45.718700,46.031200,45.718700,46.000000,28.554371,239200
1993-09-10,46.125000,46.437500,46.062500,46.406200,28.806534,106500
1993-09-13,46.562500,46.562500,46.437500,46.437500,28.825966,66900
1993-09-14,46.312500,46.312500,46.093700,46.250000,28.709579,184500
1993-09-15,46.062500,46.406200,45.906200,46.375000,28.787167,101000
1993-09-16,46.312500,46.343700,46.156200,46.187500,28.670774,54300
1993-09-17,45.875000,45.906200,45.750000,45.812500,28.615173,200900
1993-09-20,45.875000,45.968700,45.437500,45.437500,28.380951,57800
1993-09-21,45.500000,45.562500,44.812500,45.281200,28.283337,318200
1993-09-22,45.437500,45.718700,45.375000,45.656200,28.517544,439700
1993-09-23,45.781200,45.937500,45.718700,45.906200,28.673708,88500
1993-09-24,45.843700,45.875000,45.718700,45.781200,28.595633,53500
1993-09-27,46.125000,46.281200,46.125000,46.281200,28.907938,274600
1993-09-28,46.312500,46.312500,46.156200,46.187500,28.849417,158300
1993-09-29,46.187500,46.312500,45.968700,46.031200,28.751785,221000
1993-09-30,46.031200,46.125000,45.843700,45.937500,28.693241,99300
1993-10-01,45.875000,46.218700,45.812500,46.156200,28.829851,22700
1993-10-04,46.218700,46.218700,46.093700,46.218700,28.868885,1038500
1993-10-05,46.312500,46.312500,46.000000,46.156200,28.829851,436500
1993-10-06,46.187500,46.375000,46.125000,46.125000,28.810377,209200
1993-10-07,46.187500,46.187500,45.968700,46.000000,28.732313,59400
1993-10-08,46.125000,46.156200,45.718700,46.062500,28.771339,54400
1993-10-11,46.156200,46.250000,46.156200,46.156200,28.829851,467100
1993-10-12,46.218700,46.250000,46.187500,46.218700,28.868885,26200
1993-10-13,46.250000,46.250000,46.156200,46.218700,28.868885,139100
1993-10-14,46.406200,46.812500,46.281200,46.812500,29.239790,108100
1993-10-15,47.031200,47.156200,46.906200,47.062500,29.395958,1502500
1993-10-18,47.031200,47.031200,46.875000,46.937500,29.317854,722400
1993-10-19,46.875000,46.968700,46.593700,46.593700,29.103121,880100
1993-10-20,46.750000,46.750000,46.562500,46.656200,29.142172,230400
1993-10-21,46.687500,46.687500,46.531200,46.593700,29.103121,56200
1993-10-22,46.656200,46.843700,46.375000,46.375000,28.966534,390700
1993-10-25,46.406200,46.562500,46.281200,46.500000,29.044607,114500
1993-10-26,46.468700,46.500000,46.312500,46.468700,29.025057,186200
1993-10-27,46.406200,46.531200,46.406200,46.500000,29.044607,118400
1993-10-28,46.562500,46.968700,46.562500,46.843700,29.259291,129600
1993-10-29,46.812500,46.875000,46.781200,46.843700,29.259291,80700
1993-11-01,46.781200,47.000000,46.781200,46.968700,29.337351,36400
1993-11-02,46.906200,47.000000,46.656200,46.937500,29.317854,262100
1993-11-03,46.906200,46.906200,46.125000,46.343700,28.946976,479100
1993-11-04,46.343700,46.343700,45.812500,45.843700,28.634678,130400
1993-11-05,45.718700,46.062500,45.531200,46.062500,28.771339,363200
1993-11-08,46.093700,46.250000,45.968700,46.125000,28.810377,367600
1993-11-09,46.437500,46.468700,46.125000,46.156200,28.829851,246900
1993-11-10,46.156200,46.500000,46.031200,46.500000,29.044607,46500
1993-11-11,46.500000,46.625000,46.343700,46.375000,28.966534,88900
1993-11-12,46.468700,46.750000,46.437500,46.593700,29.103121,108200
1993-11-15,46.687500,46.687500,46.437500,46.562500,29.083630,243300
1993-11-16,46.656200,46.812500,46.468700,46.781200,29.220255,492600
1993-11-17,46.812500,46.812500,46.406200,46.531200,29.064102,39600
1993-11-18,46.468700,46.562500,46.281200,46.406200,28.986019,240800
1993-11-19,46.250000,46.375000,46.218700,46.312500,28.927475,106000
1993-11-22,46.187500,46.218700,45.875000,46.031200,28.751785,165300
1993-11-23,46.281200,46.312500,46.031200,46.281200,28.907938,89700
1993-11-24,46.406200,46.500000,46.343700,46.468700,29.025057,77200
1993-11-26,46.593700,46.593700,46.468700,46.500000,29.044607,1019800
1993-11-29,46.625000,46.718700,46.312500,46.312500,28.927475,517500
1993-11-30,46.281200,46.562500,46.250000,46.343700,28.946976,230000
1993-12-01,46.593700,46.625000,46.406200,46.406200,28.986019,379200
1993-12-02,46.500000,46.562500,46.406200,46.531200,29.064102,352000
1993-12-03,46.500000,46.718700,46.500000,46.718700,29.181202,306000
1993-12-06,46.781200,46.937500,46.781200,46.875000,29.278841,99500
1993-12-07,46.875000,46.906200,46.781200,46.843700,29.259291,88800
1993-12-08,46.843700,46.843700,46.781200,46.843700,29.259291,146700
1993-12-09,46.843700,46.906200,46.625000,46.687500,29.161713,416500
1993-12-10,46.718700,46.718700,46.500000,46.593700,29.103121,412900
1993-12-13,46.593700,46.875000,46.531200,46.875000,29.278841,273200
1993-12-14,46.906200,46.906200,46.531200,46.531200,29.064102,41900
1993-12-15,46.593700,46.625000,46.468700,46.468700,29.025057,82600
1993-12-16,46.656200,46.656200,46.562500,46.625000,29.122683,78200
1993-12-17,46.406200,46.593700,46.375000,46.562500,29.282730,104700
1993-12-20,46.531200,46.656200,46.500000,46.625000,29.322056,68800
1993-12-21,46.562500,46.562500,46.406200,46.468700,29.223751,205700
1993-12-22,46.593700,46.812500,46.500000,46.781200,29.420275,410300
1993-12-23,46.750000,46.843700,46.687500,46.750000,29.400661,533800
1993-12-27,46.750000,47.000000,46.750000,47.000000,29.557873,447100
1993-12-28,46.968700,47.125000,46.937500,47.093700,29.616802,880600
1993-12-29,47.125000,47.156200,47.000000,47.031200,29.577513,266700
1993-12-30,47.000000,47.000000,46.750000,46.843700,29.459579,219900
1993-12-31,46.937500,47.000000,46.562500,46.593700,29.302341,312900
1994-01-03,46.593700,46.656200,46.406200,46.468700,29.223751,960900
1994-01-04,46.531200,46.656200,46.468700,46.656200,29.341654,164300
1994-01-05,46.718700,46.781200,46.531200,46.750000,29.400661,710900
1994-01-06,46.812500,46.843700,46.687500,46.750000,29.400661,201000
1994-01-07,46.843700,47.062500,46.718700,47.031200,29.577513,775500
1994-01-10,47.093700,47.593700,46.968700,47.593700,29.931238,593700
1994-01-11,47.562500,47.562500,47.343700,47.500000,29.872316,295200
1994-01-12,47.531200,47.531200,47.187500,47.343700,29.774036,158400
1994-01-13,47.218700,47.312500,47.156200,47.218700,29.695414,244300
1994-01-14,47.375000,47.500000,47.375000,47.406200,29.813334,137200
1994-01-17,47.406200,47.468700,47.312500,47.406200,29.813334,17700
1994-01-18,47.468700,47.531200,47.375000,47.468700,29.852633,166400
1994-01-19,47.406200,47.468700,47.250000,47.343700,29.774036,200800
1994-01-20,47.406200,47.500000,47.375000,47.468700,29.852633,281100
1994-01-21,47.531200,47.531200,47.343700,47.375000,29.793701,85600
1994-01-24,47.343700,47.562500,47.187500,47.187500,29.675791,373800
1994-01-25,47.218700,47.250000,47.093700,47.187500,29.675791,310400
1994-01-26,47.187500,47.343700,47.125000,47.312500,29.754412,145100
1994-01-27,47.406200,47.812500,47.343700,47.750000,30.029552,344500
1994-01-28,47.937500,48.031200,47.875000,47.875000,30.108149,356500
1994-01-31,48.062500,48.312500,48.000000,48.218700,30.324316,313800
1994-02-01,48.156200,48.156200,47.906200,47.968700,30.167091,303600
1994-02-02,48.125000,48.281200,48.093700,48.281200,30.363600,307600
1994-02-03,48.187500,48.187500,47.906200,48.062500,30.226067,466100
1994-02-04,48.062500,48.125000,46.968700,46.968700,29.538193,1403200
1994-02-07,46.843700,47.312500,46.843700,47.187500,29.675791,516400
1994-02-08,47.281200,47.281200,47.031200,47.218700,29.695414,188200
1994-02-09,47.250000,47.437500,47.187500,47.406200,29.813334,144600
1994-02-10,47.375000,47.406200,47.000000,47.000000,29.557873,883900
1994-02-11,47.031200,47.281200,46.812500,47.156200,29.656115,519400
1994-02-14,47.062500,47.375000,47.000000,47.218700,29.695414,2742100
1994-02-15,47.312500,47.500000,47.250000,47.468700,29.852633,374700
1994-02-16,47.531200,47.531200,47.343700,47.437500,29.833019,287600
1994-02-17,47.656200,47.687500,47.031200,47.156200,29.656115,342400
1994-02-18,47.187500,47.218700,46.750000,46.875000,29.479259,313300
1994-02-22,47.000000,47.343700,47.000000,47.343700,29.774036,154500
1994-02-23,47.406200,47.437500,47.062500,47.218700,29.695414,391700
1994-02-24,47.062500,47.062500,46.562500,46.593700,29.302341,770800
1994-02-25,46.656200,46.812500,46.562500,46.812500,29.439949,531300
1994-02-28,46.937500,47.062500,46.812500,46.812500,29.439949,333000
1994-03-01,46.812500,46.906200,46.375000,46.625000,29.322056,423600
1994-03-02,46.031200,46.687500,45.906200,46.687500,29.361338,581500
1994-03-03,46.625000,46.625000,46.437500,46.562500,29.282730,223200
1994-03-04,46.562500,46.812500,46.406200,46.687500,29.361338,595800
1994-03-07,46.843700,47.000000,46.843700,46.937500,29.518555,539800
1994-03-08,46.968700,46.968700,46.687500,46.750000,29.400661,880300
1994-03-09,46.812500,47.000000,46.593700,46.968700,29.538193,2500100
1994-03-10,46.937500,46.937500,46.437500,46.593700,29.302341,207400
1994-03-11,46.656200,46.906200,46.406200,46.843700,29.459579,576600
1994-03-14,47.031200,47.031200,46.843700,46.906200,29.498880,345900
1994-03-15,47.000000,47.093700,46.843700,46.875000,29.479259,748600
1994-03-16,46.937500,47.250000,46.781200,47.250000,29.715088,455500
1994-03-17,47.093700,47.312500,47.093700,47.250000,29.715088,133000
1994-03-18,46.750000,47.031200,46.718700,46.968700,29.708580,365500
1994-03-21,46.812500,46.937500,46.718700,46.843700,29.629524,324800
1994-03-22,46.843700,47.062500,46.750000,46.968700,29.708580,435700
1994-03-23,46.937500,47.062500,46.906200,46.937500,29.688837,698500
1994-03-24,46.750000,46.843700,46.156200,46.375000,29.333061,1200500
1994-03-25,46.406200,46.531200,45.937500,45.937500,29.056330,100900
1994-03-28,46.000000,46.062500,45.593700,46.000000,29.095863,1117200
1994-03-29,46.000000,46.031200,45.093700,45.093700,28.522610,338400
1994-03-30,45.125000,45.250000,44.468700,44.468700,28.127291,1123900
1994-03-31,44.468700,44.687500,43.531200,44.593700,28.206343,788800
1994-04-04,43.343700,44.031200,43.343700,43.906200,27.771509,2627300
1994-04-05,44.343700,44.812500,44.343700,44.812500,28.344744,1179000
1994-04-06,44.875000,44.906200,44.500000,44.812500,28.344744,516500
1994-04-07,44.781200,45.125000,44.531200,45.031200,28.483082,666100
1994-04-08,44.937500,44.937500,44.468700,44.687500,28.265684,242400
1994-04-11,44.812500,45.062500,44.703098,44.875000,28.384275,203300
1994-04-12,44.921799,45.000000,44.718700,44.812500,28.344744,1409200
1994-04-13,44.796799,44.906200,44.250000,44.578098,28.196476,364100
1994-04-14,44.500000,44.828098,44.406200,44.593700,28.206343,419900
1994-04-15,44.578098,44.781200,44.515598,44.593700,28.206343,387300
1994-04-18,44.640598,44.765598,44.156200,44.296799,28.018549,369100
1994-04-19,44.250000,44.531200,43.984299,44.359299,28.058088,472200
1994-04-20,44.406200,44.515598,44.078098,44.312500,28.028482,508000
1994-04-21,44.500000,44.968700,44.343700,44.906200,28.404016,200300
1994-04-22,45.015598,45.046799,44.734299,44.859299,28.374346,301800
1994-04-25,44.843700,45.359299,44.843700,45.328098,28.670885,394600
1994-04-26,45.265598,45.343700,45.187500,45.281200,28.641222,399000
1994-04-28,45.187500,45.250000,44.812500,44.953098,28.433678,287000
1994-04-29,44.875000,45.156200,44.812500,45.093700,28.522610,481900
1994-05-02,45.093700,45.718700,44.937500,45.375000,28.700535,275000
1994-05-03,45.390598,45.406200,45.062500,45.328098,28.670885,183400
1994-05-04,45.421799,45.421799,45.078098,45.250000,28.621481,401900
1994-05-05,45.296799,45.375000,45.187500,45.187500,28.581945,659800
1994-05-06,44.968700,44.968700,44.593700,44.750000,28.305220,216300
1994-05-09,44.625000,44.750000,44.281200,44.359299,28.058088,499300
1994-05-10,44.578098,44.843700,44.546799,44.703098,28.275551,583400
1994-05-11,44.656200,44.718700,44.171799,44.296799,28.018549,210600
1994-05-12,44.578098,44.625000,44.406200,44.515598,28.156946,305200
1994-05-13,44.640598,44.640598,44.296799,44.515598,28.156946,321300
1994-05-16,44.609299,44.750000,44.515598,44.531200,28.166824,450400
1994-05-17,44.562500,45.187500,44.500000,45.187500,28.581945,470200
1994-05-18,45.218700,45.687500,45.015598,45.515598,28.789474,824800
1994-05-19,45.421799,45.859299,45.421799,45.734299,28.927799,531000
1994-05-20,45.656200,45.687500,45.500000,45.562500,28.819139,370400
1994-05-23,45.515598,45.531200,45.343700,45.484299,28.769669,262700
1994-05-24,45.609299,45.843700,45.609299,45.671799,28.888266,549600
1994-05-25,45.500000,45.828098,45.343700,45.796799,28.967331,738200
1994-05-26,45.781200,45.937500,45.734299,45.828098,28.987123,369600
1994-05-27,45.750000,45.875000,45.671799,45.875000,29.016787,162000
1994-05-31,45.734299,45.906200,45.656200,45.812500,28.977270,160000
1994-06-01,45.703098,46.015598,45.562500,46.015598,29.105715,200500
1994-06-02,46.046799,46.046799,45.890598,45.968700,29.076061,55100
1994-06-03,46.000000,46.390598,45.859299,46.234299,29.244059,550400
1994-06-06,46.328098,46.468700,46.187500,46.218700,29.234194,99300
1994-06-07,46.140598,46.218700,46.031200,46.156200,29.194656,120600
1994-06-08,46.265598,46.265598,45.781200,45.781200,28.957468,131900
1994-06-09,45.984299,46.031200,45.890598,46.031200,29.115591,80500
1994-06-10,46.078098,46.203098,46.078098,46.109299,29.164997,83100
1994-06-13,46.046799,46.187500,46.031200,46.171799,29.204519,109700
1994-06-14,46.312500,46.546799,46.312500,46.531200,29.431849,161000
1994-06-15,46.546799,46.562500,46.312500,46.343700,29.313261,142800
1994-06-16,46.343700,46.468700,46.296799,46.437500,29.372601,44000
1994-06-17,46.156200,46.203098,45.812500,45.875000,29.208622,403800
1994-06-20,45.546799,45.625000,45.437500,45.484299,28.959875,137400
1994-06-21,45.453098,45.453098,44.906200,45.093700,28.711184,139200
1994-06-22,45.218700,45.421799,45.171799,45.265598,28.820635,279900
1994-06-23,45.343700,45.406200,44.937500,45.000000,28.651529,922500
1994-06-24,44.781200,44.781200,44.000000,44.062500,28.054626,353800
1994-06-27,44.234299,44.828098,44.015598,44.828098,28.542068,371200
1994-06-28,44.843700,44.843700,44.250000,44.609299,28.402756,5382300
1994-06-29,44.671799,45.015598,44.625000,44.750000,28.492355,311800
1994-06-30,44.828098,44.843700,44.312500,44.468700,28.313248,271900
1994-07-01,44.687500,44.687500,44.375000,44.562500,28.372967,406900
1994-07-05,44.656200,44.859299,44.515598,44.796799,28.522154,112000
1994-07-06,44.625000,44.812500,44.468700,44.734299,28.482359,174800
1994-07-07,44.734299,44.921799,44.687500,44.921799,28.601736,66700
1994-07-08,44.640598,44.984299,44.625000,44.906200,28.591806,148400
1994-07-11,44.937500,45.015598,44.531200,44.750000,28.492355,124000
1994-07-12,44.765598,44.828098,44.515598,44.812500,28.532143,257300
1994-07-13,44.828098,45.031200,44.828098,44.890598,28.581869,532700
1994-07-14,45.109299,45.468700,45.078098,45.375000,28.890280,494200
1994-07-15,45.343700,45.484299,45.328098,45.390598,28.900208,49100
1994-07-18,45.390598,45.578098,45.390598,45.468700,28.949942,72300
1994-07-19,45.546799,45.562500,45.375000,45.375000,28.890280,609500
1994-07-20,45.406200,45.406200,45.062500,45.171799,28.760914,185300
1994-07-21,45.171799,45.296799,45.078098,45.265598,28.820635,86300
1994-07-22,45.375000,45.406200,45.250000,45.343700,28.870346,151600
1994-07-25,45.359299,45.453098,45.312500,45.406200,28.910152,120900
1994-07-26,45.390598,45.421799,45.312500,45.359299,28.880293,489600
1994-07-27,45.359299,45.359299,45.171799,45.359299,28.880293,83200
1994-07-28,45.359299,45.578098,45.359299,45.453098,28.940008,828200
1994-07-29,45.765598,46.046799,45.750000,45.906200,29.228508,459100
1994-08-01,45.937500,46.156200,45.890598,46.125000,29.367805,486300
1994-08-02,46.281200,46.375000,46.031200,46.187500,29.407621,505500
1994-08-03,46.171799,46.234299,46.093700,46.203098,29.417532,144100
1994-08-04,46.171799,46.218700,45.921799,45.937500,29.248432,231700
1994-08-05,45.703098,45.843700,45.656200,45.781200,29.148912,138400
1994-08-08,45.828098,45.937500,45.781200,45.890598,29.218563,328600
1994-08-09,45.718700,45.968700,45.718700,45.968700,29.268295,105900
1994-08-10,46.000000,46.187500,45.937500,46.140598,29.377747,840300
1994-08-11,46.031200,46.234299,45.734299,45.968700,29.268295,876200
1994-08-12,46.046799,46.343700,46.046799,46.328098,29.497122,184100
1994-08-15,46.375000,46.484299,46.312500,46.312500,29.487204,325900
1994-08-16,46.343700,46.687500,46.156200,46.640598,29.696087,1089500
1994-08-17,46.703098,46.734299,46.578098,46.609299,29.676157,133700
1994-08-18,46.453098,46.562500,46.406200,46.453098,29.576710,620000
1994-08-19,46.468700,46.515598,46.312500,46.421799,29.556799,103200
1994-08-22,46.437500,46.437500,46.281200,46.375000,29.526989,79700
1994-08-23,46.578098,46.859299,46.515598,46.640598,29.696087,268600
1994-08-24,46.687500,47.140598,46.671799,47.140598,30.014435,254700
1994-08-25,47.093700,47.203098,46.890598,47.015598,29.934864,147400
